id,type,title,owner_name,channel_name,channel_url,created_at_iso,like_count,share_count,lang,hashtags,post_url,poster_url
1h7hu6plm6r3qJtq48dRaA46312a1c,Post,,桑摩摩,桑摩摩,https://www.ganjingworld.com/channel/1h7hu42fueo3nFWahMa1R2yew1nh0c,2024-11-23T07:36:09.806000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu6plm6r3qJtq48dRaA46312a1c,
1h7hu6j2edf6Z0QzcDHzowPmX1q51c,Post,,apple line,apple line,https://www.ganjingworld.com/channel/1h7hu4sf8eq70s0BT95sRj0Js1lf0c,2024-11-23T07:36:02.884000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu6j2edf6Z0QzcDHzowPmX1q51c,
1h7hu5rka5r6YqlfnTYOFwZop1t31c,Post,,劉政宗,劉政宗,https://www.ganjingworld.com/channel/1h7hu0lgnra351gJAC8BylXNf1ok0c,2024-11-23T07:35:38.303000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu5rka5r6YqlfnTYOFwZop1t31c,
1h7hu3e5kpiYETt7IwQfhMaCq1ih1c,Post,,林秀麗,林秀麗,https://www.ganjingworld.com/channel/1h7hu2mom0k3133zJHpnskdjG1m40c,2024-11-23T07:34:17.082000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu3e5kpiYETt7IwQfhMaCq1ih1c,
1h7hu2r3e7l6TbemP47PqAZbN1851c,Post,,陳秋萍,陳秋萍,https://www.ganjingworld.com/channel/1h7hu13anjk39KxJhs2RsgK2W1tb0c,2024-11-23T07:33:57.087000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu2r3e7l6TbemP47PqAZbN1851c,
1h7hu23vnna4JsKVos88pZBjr1bp1c,Post,,陳佳佑,陳佳佑,https://www.ganjingworld.com/channel/1h7htpbehnoWbxr5ksx9I35951v30c,2024-11-23T07:33:32.848000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu23vnna4JsKVos88pZBjr1bp1c,
1h7hu1dg3th2VDkafap3DX3hZ1cn1c,Post,,林家承,林家承,https://www.ganjingworld.com/channel/1h7hturptoh7cxHXdmCrlCIpi11p0c,2024-11-23T07:33:09.268000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu1dg3th2VDkafap3DX3hZ1cn1c,
1h7hu17uaet7cQnlmZqjHuJ0d10n1c,Post,,User 1732347100008,User 1732347100008,https://www.ganjingworld.com/channel/1h7htuoca3943HiTdEfjbYkbF12e0c,2024-11-23T07:33:03.442000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu17uaet7cQnlmZqjHuJ0d10n1c,
1h7hu02afj15LUZOeyd38vXhH1al1c,Post,,平頭Jason,平頭Jason,https://www.ganjingworld.com/channel/1h7htsee6m118fhjyivOBv52U1340c,2024-11-23T07:32:23.994000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hu02afj15LUZOeyd38vXhH1al1c,
1h7htuq4i2j2Sc5g3orc8SrMf1re1c,Post,,李小姐,李小姐,https://www.ganjingworld.com/channel/1h7httlc4vs10w9I9sV13QBED12s0c,2024-11-23T07:31:41.857000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htuq4i2j2Sc5g3orc8SrMf1re1c,
1h7htuf3d4u7fLpMAcwQMNdgo1h41c,Post,,Jackie,Jackie,https://www.ganjingworld.com/channel/1h7hts5lel735slOuJEHlTdDm18u0c,2024-11-23T07:31:30.285000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htuf3d4u7fLpMAcwQMNdgo1h41c,
1h7htu7lkpt1iVGe2VLkOvKf617d1c,Post,,User 1732347016911,User 1732347016911,https://www.ganjingworld.com/channel/1h7hts94b7d7CBi2GDoYr9VfO1j50c,2024-11-23T07:31:22.494000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htu7lkpt1iVGe2VLkOvKf617d1c,
1h7htsuabu6zWmyUlNEMDR0Oh1kc1c,Post,,Ya Ya Huang,Ya Ya Huang,https://www.ganjingworld.com/channel/1h7htql3ffc70qp1P5c5XTfaO1u90c,2024-11-23T07:30:39.133000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htsuabu6zWmyUlNEMDR0Oh1kc1c,
1h7htrq05ls2mWKrTzz6MgpU31e61c,Post,,黃媽媽,黃媽媽,https://www.ganjingworld.com/channel/1guoaangbnj3Mu27jMVebw70w15t0c,2024-11-23T07:30:01.050000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htrq05ls2mWKrTzz6MgpU31e61c,
1h7htqva3ii4mGfTgOzkIICXd1dk1c,Post,,徐四四,徐四四,https://www.ganjingworld.com/channel/1h7htn4rgo93ykBwWO9HhuJrQ1bl0c,2024-11-23T07:29:33.064000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htqva3ii4mGfTgOzkIICXd1dk1c,
1h7htph15nsYCR4osxJ7Dss7u1is1c,Post,,陳容,陳容,https://www.ganjingworld.com/channel/1h7htongp8m7n0pr8IsAnaz5a19j0c,2024-11-23T07:28:44.537000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htph15nsYCR4osxJ7Dss7u1is1c,
1h7htpdujr35251kL5al6Xny61hn1c,Post,,徐四四,徐四四,https://www.ganjingworld.com/channel/1h7htn4rgo93ykBwWO9HhuJrQ1bl0c,2024-11-23T07:28:41.308000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htpdujr35251kL5al6Xny61hn1c,
1h7htol6tr41O0sxFpSbn4c7L1sf1c,Post,,陳佳鴻,陳佳鴻,https://www.ganjingworld.com/channel/1h7htkoapu03ulSJdJFlqhfn71eg0c,2024-11-23T07:28:15.365000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htol6tr41O0sxFpSbn4c7L1sf1c,
1h7htoj8o462cWEHNpS5yOb481p71c,Post,,User 1732346779429,User 1732346779429,https://www.ganjingworld.com/channel/1h7htl6kvsn12NUiDNoVj0uUJ1h40c,2024-11-23T07:28:13.328000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htoj8o462cWEHNpS5yOb481p71c,
1h7htoga4jv1VZKozjMfPJYFw15a1c,Post,,User 1732346779429,User 1732346779429,https://www.ganjingworld.com/channel/1h7htl6kvsn12NUiDNoVj0uUJ1h40c,2024-11-23T07:28:10.228000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htoga4jv1VZKozjMfPJYFw15a1c,
1h7htmlnjc12jOnpZEXkOaB6x1th1c,Post,,草莓兔,草莓兔,https://www.ganjingworld.com/channel/1h7htklpj0muv4ByWCJQPN2YI11b0c,2024-11-23T07:27:08.803000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htmlnjc12jOnpZEXkOaB6x1th1c,
1h7htlgd2iutRA7vcmQFTp8tJ1p71c,Post,,方明,方明,https://www.ganjingworld.com/channel/1h7htg4mi26jYai3fNVc0XGNV1i90c,2024-11-23T07:26:29.661000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htlgd2iutRA7vcmQFTp8tJ1p71c,
1h7htldukvq6Ry0nSMV8xf5K41441c,Post,,鄭金鳳,鄭金鳳,https://www.ganjingworld.com/channel/1h7hskjvft84v5e7BMTMkmtXZ1mt0c,2024-11-23T07:26:27.091000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htldukvq6Ry0nSMV8xf5K41441c,
1h7htkjdink3fezPKHcHd5L8t1kq1c,Post,,User 1732346653395,User 1732346653395,https://www.ganjingworld.com/channel/1h7htheen276YtGY6p5KsNHFR1jp0c,2024-11-23T07:25:59.269000Z,0,0,en-US,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htkjdink3fezPKHcHd5L8t1kq1c,
1h7htjgjopg5DUWOvQ1JxmWaS1n01c,Post,,User 1732346636911,User 1732346636911,https://www.ganjingworld.com/channel/1h7htgunlmd20gvrT9PF1k2Xc1bt0c,2024-11-23T07:25:22.771000Z,1,0,en-US,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htjgjopg5DUWOvQ1JxmWaS1n01c,
1h7htgtqj7c4kSuusBAU7Wval1lg1c,Post,,黃媽媽,黃媽媽,https://www.ganjingworld.com/channel/1guoaangbnj3Mu27jMVebw70w15t0c,2024-11-23T07:23:55.963000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htgtqj7c4kSuusBAU7Wval1lg1c,
1h7htgfuu2t36f8IJWbpjm5g41mi1c,Post,,Huang Amy,Huang Amy,https://www.ganjingworld.com/channel/1h7htef02m97buOZFMjYUmr9x1ns0c,2024-11-23T07:23:41.425000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htgfuu2t36f8IJWbpjm5g41mi1c,
1h7htfihdv53lx8EQVtj5T4hZ1tg1c,Post,,User 1732346538425,User 1732346538425,https://www.ganjingworld.com/channel/1h7hte0q4fq7z7SWDwza9o9iv12u0c,2024-11-23T07:23:10.574000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htfihdv53lx8EQVtj5T4hZ1tg1c,
1h7htea3pnq2A8eqAAR4TqTzh1p91c,Post,,Taine Taine,Taine Taine,https://www.ganjingworld.com/channel/1gq6kf89kem5qQQ4hQxs53Vur10b0c,2024-11-23T07:22:28.184000Z,0,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htea3pnq2A8eqAAR4TqTzh1p91c,
1h7htdn8sjg3R0kvWgdxSOwGZ1fi1c,Post,,黃妤晴,黃妤晴,https://www.ganjingworld.com/channel/1h7htcf2mkjXauViq6ojZyjPy10g0c,2024-11-23T07:22:08.428000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htdn8sjg3R0kvWgdxSOwGZ1fi1c,
1h7htc4eh9240nRTcXXjeML8F1lp1c,Post,,郭明珠,郭明珠,https://www.ganjingworld.com/channel/1gpapeqqa772ZafhUKpqfqICS1l30c,2024-11-23T07:21:15.136000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7htc4eh9240nRTcXXjeML8F1lp1c,
1h7ht9nr03c6cdB22MoDWAMX61ul1c,Post,,May Lin,May Lin,https://www.ganjingworld.com/channel/1h7ht7l9jvl4VrDjqT9uV5JeJ11p0c,2024-11-23T07:19:54.804000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7ht9nr03c6cdB22MoDWAMX61ul1c,
1h7ht8gjbrv7q2f8aH1n4hmFq1v51c,Post,,鄭美玉,鄭美玉,https://www.ganjingworld.com/channel/1h7hksoa29u6ZLAg9Pf94WXIe1990c,2024-11-23T07:19:13.659000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7ht8gjbrv7q2f8aH1n4hmFq1v51c,
1h7ht580e296w3RRQ6yQkG33I10j1c,Post,,溫煦之音 | 溫煦知音,溫煦之音 | 溫煦知音,https://www.ganjingworld.com/channel/1ghd2ude5415sPM59axQq3F5j1ms0c,2024-11-23T07:17:23.987000Z,24,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7ht580e296w3RRQ6yQkG33I10j1c,
1h7ht4l0urh5MKSYeUKj5pjoi1ct1c,Post,,透明的回憶,透明的回憶,https://www.ganjingworld.com/channel/1fdmmqfgc6h13tNqlsL3LZ1T81ne0c,2024-11-23T07:17:04.081000Z,48,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7ht4l0urh5MKSYeUKj5pjoi1ct1c,
1h7ht0o2b2eDcPJHJ8TztGkeE1hl1c,Post,,親子萌 Ronald & Jesse,親子萌 Ronald & Jesse,https://www.ganjingworld.com/channel/1fco8ecs7su6SOzrK67nxLVK51ih0c,2024-11-23T07:14:53.055000Z,35,1,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7ht0o2b2eDcPJHJ8TztGkeE1hl1c,
1h7hsv46d18xzmw62iO8MCRU31a41c,Post,,wang tutu,wang tutu,https://www.ganjingworld.com/channel/1h7hss28ep14NUafjcJRzizKV1uk0c,2024-11-23T07:13:58.662000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsv46d18xzmw62iO8MCRU31a41c,
1h7hsv02nst4TfOPQwOvtT9C81861c,Post,,Marvel Marvel,Marvel Marvel,https://www.ganjingworld.com/channel/1h7hssg7slp5he2Hk9JKsHqQ616j0c,2024-11-23T07:13:54.347000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsv02nst4TfOPQwOvtT9C81861c,
1h7hsumkq642JFwXFD6vxBmdp13l1c,Post,,Marvel Marvel,Marvel Marvel,https://www.ganjingworld.com/channel/1h7hssg7slp5he2Hk9JKsHqQ616j0c,2024-11-23T07:13:44.454000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsumkq642JFwXFD6vxBmdp13l1c,
1h7hspmma5t19rVIkeUqLq5AH1gn1c,Post,,User 1732345617928,User 1732345617928,https://www.ganjingworld.com/channel/1h7hsiiupai2ZvmO0gnb5NP6b1c90c,2024-11-23T07:10:56.731000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hspmma5t19rVIkeUqLq5AH1gn1c,
1h7hsocjo6j7cYbCbTu6Qypil17b1c,Post,,Amumu Lin,Amumu Lin,https://www.ganjingworld.com/channel/1h7hsk9ee1v1k7Q9o5cqB8Mpd1pk0c,2024-11-23T07:10:12.607000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsocjo6j7cYbCbTu6Qypil17b1c,
1h7hso9eblg2ihViaEgz2Ilit1811c,Post,,林慧貞,林慧貞,https://www.ganjingworld.com/channel/1h7hsnu0gnh1MaVQIfhtvKfCB1mc0c,2024-11-23T07:10:09.284000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hso9eblg2ihViaEgz2Ilit1811c,
1h7hsnl7o7l6ad4Ov3TgHqR901en1c,Post,,C CC,C CC,https://www.ganjingworld.com/channel/1h7hsm3arl81CkAK2NqdurXqb1a50c,2024-11-23T07:09:48.096000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsnl7o7l6ad4Ov3TgHqR901en1c,
1h7hsmns0dr3be9Bnw4u1Hnhi1k71c,Post,,Cherry Chen,Cherry Chen,https://www.ganjingworld.com/channel/1h7hslp3i7j35m3HB2Mxcp7AJ1v10c,2024-11-23T07:09:17.303000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsmns0dr3be9Bnw4u1Hnhi1k71c,
1h7hsm7hno02HrLXNUWNAL0p31pr1c,Post,,Bonny Yu,Bonny Yu,https://www.ganjingworld.com/channel/1h7hsiciqh05pMyOcFzRUFWdc1dn0c,2024-11-23T07:09:00.189000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsm7hno02HrLXNUWNAL0p31pr1c,
1h7hsls8hcf5Q9dDPzC7gKejw1na1c,Post,,Yvon Chou,Yvon Chou,https://www.ganjingworld.com/channel/1h7hmf06mdf1FvnTBpP4lOkeB1qi0c,2024-11-23T07:08:48.353000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsls8hcf5Q9dDPzC7gKejw1na1c,
1h7hslfbtta5UFt5ZmvHiE4BC1e41c,Post,,User 1732345617928,User 1732345617928,https://www.ganjingworld.com/channel/1h7hsiiupai2ZvmO0gnb5NP6b1c90c,2024-11-23T07:08:34.833000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hslfbtta5UFt5ZmvHiE4BC1e41c,
1h7hsjeksfa2obvWbzxdlBOId1nq1c,Post,,Yvon Chou,Yvon Chou,https://www.ganjingworld.com/channel/1h7hmf06mdf1FvnTBpP4lOkeB1qi0c,2024-11-23T07:07:26.969000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsjeksfa2obvWbzxdlBOId1nq1c,
1h7hsiutb1s1wLyxY74YniTSN1ij1c,Post,,吳昀軒,吳昀軒,https://www.ganjingworld.com/channel/1h7hsh1jmj81T6dqMIlbXOWG41p40c,2024-11-23T07:07:10.469000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsiutb1s1wLyxY74YniTSN1ij1c,
1h7hsipjk0q3li4jtc1H5rmKh1391c,Post,,Any lu,Any lu,https://www.ganjingworld.com/channel/1h7hsh6a67f75pFjIcumQ1Fuj11b0c,2024-11-23T07:07:04.907000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsipjk0q3li4jtc1H5rmKh1391c,
1h7hsgujcbt5otnV3FyNC74ow16i1c,Post,,王龐秀梅,王龐秀梅,https://www.ganjingworld.com/channel/1h7hsfpjut1N80fcM7a8c65aS14d0c,2024-11-23T07:06:03.033000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsgujcbt5otnV3FyNC74ow16i1c,
1h7hsg77meh1SbB8zZWFTjyQd1eq1c,Post,,Eric Lin,Eric Lin,https://www.ganjingworld.com/channel/1h7hse2gtfvw8SPvfYVTKNApr12s0c,2024-11-23T07:05:38.533000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsg77meh1SbB8zZWFTjyQd1eq1c,
1h7hsetu96c3U5hnpFTP6L0Rx1i91c,Post,,陳yi8596,陳yi8596,https://www.ganjingworld.com/channel/1h7hkoh0e63PMNlKyZQzLxoj118t0c,2024-11-23T07:04:55.233000Z,3,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsetu96c3U5hnpFTP6L0Rx1i91c,
1h7hserneus5r4DXyaBj6VUVI1bg1c,Post,,古鈴鐺,古鈴鐺,https://www.ganjingworld.com/channel/1h7hsd6ekk85kNepJWcpC6EB014n0c,2024-11-23T07:04:52.913000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hserneus5r4DXyaBj6VUVI1bg1c,
1h7hse74fap6OoHi08lEeCqxl1lj1c,Post,,mentor future,mentor future,https://www.ganjingworld.com/channel/1h7hsattvim45BFyJvySv02hb1p50c,2024-11-23T07:04:31.319000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hse74fap6OoHi08lEeCqxl1lj1c,
1h7hsck3vbv5IwwoLOr0GYJA016m1c,Post,,陳永承,陳永承,https://www.ganjingworld.com/channel/1h7hkn2r9nd51UCCFWBRvwYKJ1n30c,2024-11-23T07:03:37.825000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsck3vbv5IwwoLOr0GYJA016m1c,
1h7hscii4ce1Nb7hibxe6dr9X1g01c,Post,,陳家雄,陳家雄,https://www.ganjingworld.com/channel/1gt3c5pdh0r38eXFrH0F3OHeG12i0c,2024-11-23T07:03:36.192000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hscii4ce1Nb7hibxe6dr9X1g01c,
1h7hsbu0shhIYe2bTOO2TTexU1p51c,Post,,User 1732345294577,User 1732345294577,https://www.ganjingworld.com/channel/1h7hs8uit5g175hoSCqYzvtdH1p90c,2024-11-23T07:03:14.655000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsbu0shhIYe2bTOO2TTexU1p51c,
1h7hsaohl7l2XRS2qY9DASIZ61l61c,Post,,Medison Huang,Medison Huang,https://www.ganjingworld.com/channel/1h7hs6247q61hB7HYID1aaSrb13h0c,2024-11-23T07:02:35.359000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsaohl7l2XRS2qY9DASIZ61l61c,
1h7hsahqj906EyIn2jYNg8Phg11p1c,Post,,bee lee,bee lee,https://www.ganjingworld.com/channel/1h7hs3blao36YUu5bTX6bAPQY1gq0c,2024-11-23T07:02:28.312000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hsahqj906EyIn2jYNg8Phg11p1c,
1h7hs9h2mfj1CpauAYUBiEfRN1hd1c,Post,,親子萌 Ronald & Jesse,親子萌 Ronald & Jesse,https://www.ganjingworld.com/channel/1fco8ecs7su6SOzrK67nxLVK51ih0c,2024-11-23T07:01:53.974000Z,22,1,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hs9h2mfj1CpauAYUBiEfRN1hd1c,
1h7hs90efnl76EdYkDhJfVCJY19h1c,Post,,Tsanming Koh,Tsanming Koh,https://www.ganjingworld.com/channel/1h7hs5s1gd3eA656jauH37Nah1m90c,2024-11-23T07:01:36.535000Z,3,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hs90efnl76EdYkDhJfVCJY19h1c,
1h7hs87m3gh19bAtMm6CQ8AaJ1qs1c,Post,,bee lee,bee lee,https://www.ganjingworld.com/channel/1h7hs3blao36YUu5bTX6bAPQY1gq0c,2024-11-23T07:01:10.570000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hs87m3gh19bAtMm6CQ8AaJ1qs1c,
1h7hs7ccifq2seNEOrPsco1O21b81c,Post,,蘇金葉,蘇金葉,https://www.ganjingworld.com/channel/1h7hs1vv4p13DLOWpOPVg2Fj21qd0c,2024-11-23T07:00:41.946000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hs7ccifq2seNEOrPsco1O21b81c,
1h7hs7a7a9rQVta0iAxkx13mw1uv1c,Post,,Cindy Juang,Cindy Juang,https://www.ganjingworld.com/channel/1h7hs59182o2armgv7DOhbJSY1fg0c,2024-11-23T07:00:39.677000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hs7a7a9rQVta0iAxkx13mw1uv1c,
1h7hs61dnhu5PEqVAk4veS32J1af1c,Post,,May May,May May,https://www.ganjingworld.com/channel/1h7hovh24l72XbiIp0lDDS42B1f60c,2024-11-23T06:59:56.895000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hs61dnhu5PEqVAk4veS32J1af1c,
1h7hs5qle177l5SwgnzDbWIGk1hj1c,Post,,Derek  Liu,Derek  Liu,https://www.ganjingworld.com/channel/1h7hs3ke6cc6NJFW3m71cZXaG1hc0c,2024-11-23T06:59:49.808000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hs5qle177l5SwgnzDbWIGk1hj1c,
1h7hs597iim4bWJQB9YGhwCyB1001c,Post,,王崑泉,王崑泉,https://www.ganjingworld.com/channel/1h7hs21tpog16zBSevu6UQ9cj1q40c,2024-11-23T06:59:31.528000Z,2,3,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hs597iim4bWJQB9YGhwCyB1001c,
1h7hrv6id3j4YmRwmMDetSyX61aq1c,Post,,Meichu Lin,Meichu Lin,https://www.ganjingworld.com/channel/1h7hrtu123q2w4ZBk5rRBvW2a1v10c,2024-11-23T06:56:07.410000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hrv6id3j4YmRwmMDetSyX61aq1c,
1h7hru7ld2i4VfipC4IaBaT8c1hl1c,Post,,Ting Mao,Ting Mao,https://www.ganjingworld.com/channel/1h7hrrnh90j5GK1H3IqAZ00Wh1ab0c,2024-11-23T06:55:35.003000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hru7ld2i4VfipC4IaBaT8c1hl1c,
1h7hrp5jb6p4WqcI9nF5diVgt19f1c,Post,,rayhuang308,rayhuang308,https://www.ganjingworld.com/channel/1h7hrnh4j0a32JKUnhplsLety1eb0c,2024-11-23T06:52:45.066000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hrp5jb6p4WqcI9nF5diVgt19f1c,
1h7hroqr42t1RlMtqa1JtvlQu1o61c,Post,,Gavin Chen,Gavin Chen,https://www.ganjingworld.com/channel/1h7hrkld5tk3Q79tKCo7WFQX81q20c,2024-11-23T06:52:33.786000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hroqr42t1RlMtqa1JtvlQu1o61c,
1h7hrmqk2365DDK3YDSOkbJ9o15h1c,Post,,李玉婷,李玉婷,https://www.ganjingworld.com/channel/1h7hr6p2ar3vyMruQmUNorQKK1vh0c,2024-11-23T06:51:26.446000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hrmqk2365DDK3YDSOkbJ9o15h1c,
1h7hrm73qv15jULdbNPMUDA4j1s51c,Post,,賴盈臻,賴盈臻,https://www.ganjingworld.com/channel/1h7hrl20h8n4R2bMHr55n3soD14a0c,2024-11-23T06:51:05.992000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hrm73qv15jULdbNPMUDA4j1s51c,
1h7hrl98hd978W3H9GQ8R2G5L1kd1c,Post,,schuang316,schuang316,https://www.ganjingworld.com/channel/1h7hrhv0r6q2lHmxGLdReHuWO1810c,2024-11-23T06:50:34.688000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hrl98hd978W3H9GQ8R2G5L1kd1c,
1h7hrkvp82k1KeprDhlYI9u7X1h81c,Post,,高欵,高欵,https://www.ganjingworld.com/channel/1h7hrhk77mf4zSJozhuYc9D5316b0c,2024-11-23T06:50:24.750000Z,2,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hrkvp82k1KeprDhlYI9u7X1h81c,
1h7hrj9scei4IIphIStr0isi21hn1c,Post,,ytlocarol,ytlocarol,https://www.ganjingworld.com/channel/1h7ho17j5dvaJA6Rnb5URFOHE1hb0c,2024-11-23T06:49:28.230000Z,1,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hrj9scei4IIphIStr0isi21hn1c,
1h7hrhilfq724CVAHWMeCB8qK1k61c,Post,,吳宜庭,吳宜庭,https://www.ganjingworld.com/channel/1h7hr6al474ddSx4VVHlnopbg1a90c,2024-11-23T06:48:30.332000Z,3,0,zh-TW,#幸福土雞農場,https://www.ganjingworld.com/zh-TW/post/1h7hrhilfq724CVAHWMeCB8qK1k61c,
